Year,State,State_Name,Percent_Adults,LowCI,HighCI,Sample_Size,Age,Education,Gender,Income,Race,Category,Sub_Category,status,Region
2015,US,National,25.5,24.7,26.2,44916.0,35 - 44,,,,,Age (years),35 - 44,Inactive,Other
2017,US,National,29.1,23.0,36.1,825.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Very Active,Other
2017,US,National,30.2,29.7,30.6,187637.0,,,Male,,,Gender,Male,Obese,Other
2017,US,National,28.6,28.1,29.0,155856.0,,College graduate,,,,Education,College graduate,Fruits Deficient,Other
2017,US,National,27.8,27.0,28.5,63361.0,45 - 54,,,,,Age (years),45 - 54,Inactive,Other
2015,US,National,28.3,27.8,28.9,89737.0,55 - 64,,,,,Age (years),55 - 64,Inactive,Other
2017,US,National,32.9,32.5,33.4,226435.0,,,Female,,,Gender,Female,Fruits Deficient,Other
2011,US,National,29.5,28.7,30.4,48943.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Obese,Other
2015,US,National,50.8,50.1,51.5,86017.0,55 - 64,,,,,Age (years),55 - 64,Active,Other
2017,US,National,52.8,51.6,53.9,22748.0,18 - 24,,,,,Age (years),18 - 24,Active,Other
2017,US,National,37.3,36.7,37.8,155016.0,,College graduate,,,,Education,College graduate,Overweight,Other
2017,US,National,45.9,44.7,47.1,35528.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Active,Other
2017,US,National,20.3,19.4,21.2,29983.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Active and Physical Training,Other
2017,US,National,26.9,26.1,27.7,53541.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Very Active,Other
2017,US,National,25.8,25.0,26.6,46837.0,35 - 44,,,,,Age (years),35 - 44,Inactive,Other
2017,US,National,35.4,35.1,35.7,313952.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Overweight,Other
2017,US,National,22.2,21.7,22.8,104805.0,,High school graduate,,,,Education,High school graduate,Veggies Deficient,Other
2017,US,National,29.0,27.9,30.0,22406.0,18 - 24,,,,,Age (years),18 - 24,Active and Physical Training,Other
2017,US,National,50.3,50.0,50.6,394726.0,,,,,,Total,Total,Active,Other
2017,US,National,38.7,36.2,41.2,7729.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Obese,Other
2017,US,National,22.6,21.6,23.7,35516.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Veggies Deficient,Other
2017,US,National,34.0,32.9,35.1,27768.0,,Less than high school,,,,Education,Less than high school,Overweight,Other
2017,US,National,20.8,19.1,22.7,7996.0,,,,,Asian,Race/Ethnicity,Asian,Active and Physical Training,Other
2017,US,National,18.4,17.4,19.3,23412.0,18 - 24,,,,,Age (years),18 - 24,Inactive,Other
2017,US,National,31.0,30.1,31.9,47974.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Very Active,Other
2017,US,National,37.0,35.9,38.2,26714.0,,Less than high school,,,,Education,Less than high school,Active,Other
2017,US,National,26.1,25.2,27.1,30321.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Very Active,Other
2017,US,National,34.3,33.2,35.4,28485.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Fruits Deficient,Other
2017,US,National,31.9,31.3,32.5,109418.0,,Some college or technical school,,,,Education,Some college or technical school,Very Active,Other
2017,US,National,33.4,32.4,34.4,32784.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Overweight,Other
2017,US,National,40.9,40.3,41.6,107789.0,,High school graduate,,,,Education,High school graduate,Fruits Deficient,Other
2017,US,National,29.9,28.0,32.0,8466.0,,,,,Asian,Race/Ethnicity,Asian,Overweight,Other
2017,US,National,38.3,37.7,38.8,117332.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Overweight,Other
2017,US,National,36.7,36.1,37.3,113145.0,,Some college or technical school,,,,Education,Some college or technical school,Fruits Deficient,Other
2017,US,National,20.3,20.1,20.6,389612.0,,,,,,Total,Total,Active and Physical Training,Other
2017,US,National,20.5,19.8,21.2,54334.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Active and Physical Training,Other
2017,US,National,42.4,41.3,43.6,28188.0,,Less than high school,,,,Education,Less than high school,Inactive,Other
2017,US,National,29.4,28.8,30.0,104515.0,,High school graduate,,,,Education,High school graduate,Very Active,Other
2017,US,National,40.1,39.0,41.3,23123.0,18 - 24,,,,,Age (years),18 - 24,Fruits Deficient,Other
2017,US,National,31.3,30.5,32.1,56616.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Obese,Other
2017,US,National,42.9,42.0,43.9,53909.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Active,Other
2017,US,National,43.5,42.4,44.6,30513.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Active,Other
2017,US,National,35.9,35.1,36.6,62722.0,45 - 54,,,,,Age (years),45 - 54,Obese,Other
2017,US,National,18.2,17.8,18.5,217368.0,,,Female,,,Gender,Female,Active and Physical Training,Other
2017,US,National,49.1,48.6,49.6,220142.0,,,Female,,,Gender,Female,Active,Other
2017,US,National,27.8,26.9,28.7,49749.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Inactive,Other
2017,US,National,36.0,35.7,36.4,405047.0,,,,,,Total,Total,Fruits Deficient,Other
2017,US,National,32.8,30.7,34.9,8418.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Obese,Other
2017,US,National,22.6,21.9,23.3,42052.0,25 - 34,,,,,Age (years),25 - 34,Inactive,Other
2017,US,National,45.6,44.4,46.8,22912.0,18 - 24,,,,,Age (years),18 - 24,Physical Training,Other
2017,US,National,17.9,17.3,18.6,86756.0,55 - 64,,,,,Age (years),55 - 64,Veggies Deficient,Other
2017,US,National,15.7,15.0,16.4,55481.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Veggies Deficient,Other
2017,US,National,28.2,27.4,29.0,41784.0,25 - 34,,,,,Age (years),25 - 34,Obese,Other
2017,US,National,16.1,15.3,16.9,35034.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Active and Physical Training,Other
2017,US,National,35.3,33.2,37.4,8209.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Physical Training,Other
2017,US,National,35.9,31.2,40.9,1978.0,,,,,Other,Race/Ethnicity,Other,Physical Training,Other
2017,US,National,11.9,11.5,12.3,115200.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Veggies Deficient,Other
2017,US,National,49.0,46.1,51.9,7124.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Active,Other
2017,US,National,33.3,33.0,33.6,302205.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Very Active,Other
2017,US,National,36.7,36.0,37.4,88159.0,55 - 64,,,,,Age (years),55 - 64,Fruits Deficient,Other
2017,US,National,15.7,14.1,17.5,8251.0,,,,,Asian,Race/Ethnicity,Asian,Veggies Deficient,Other
2017,US,National,24.7,24.2,25.2,114502.0,,Some college or technical school,,,,Education,Some college or technical school,Inactive,Other
2017,US,National,31.9,31.3,32.5,113782.0,,Some college or technical school,,,,Education,Some college or technical school,Obese,Other
2017,US,National,38.7,38.1,39.3,145669.0,65 or older,,,,,Age (years),65 or older,Overweight,Other
2017,US,National,34.0,31.4,36.8,7065.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Very Active,Other
2017,US,National,23.7,22.9,24.5,56396.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Inactive,Other
2017,US,National,22.7,22.3,23.1,155016.0,,College graduate,,,,Education,College graduate,Obese,Other
2017,US,National,34.7,34.2,35.2,177791.0,,,Male,,,Gender,Male,Physical Training,Other
2017,US,National,33.1,30.8,35.5,7729.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Overweight,Other
2017,US,National,33.4,27.7,39.6,874.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Fruits Deficient,Other
2017,US,National,17.2,13.8,21.2,1887.0,,,,,Other,Race/Ethnicity,Other,Veggies Deficient,Other
2017,US,National,26.1,25.1,27.1,36053.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Physical Training,Other
2017,US,National,28.5,28.0,29.1,145669.0,65 or older,,,,,Age (years),65 or older,Obese,Other
2017,US,National,22.9,20.6,25.4,6997.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Active and Physical Training,Other
2017,US,National,31.4,30.3,32.5,28824.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Inactive,Other
2017,US,National,32.4,31.8,33.0,112564.0,,Some college or technical school,,,,Education,Some college or technical school,Physical Training,Other
2017,US,National,27.3,22.6,32.5,1869.0,,,,,Other,Race/Ethnicity,Other,Active and Physical Training,Other
2017,US,National,32.2,31.1,33.3,36705.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Inactive,Other
2017,US,National,26.6,26.3,26.9,410595.0,,,,,,Total,Total,Inactive,Other
2017,US,National,28.1,27.7,28.5,229367.0,,,Female,,,Gender,Female,Inactive,Other
2017,US,National,18.1,17.4,18.9,45821.0,35 - 44,,,,,Age (years),35 - 44,Veggies Deficient,Other
2017,US,National,32.1,31.5,32.6,145880.0,65 or older,,,,,Age (years),65 or older,Inactive,Other
2017,US,National,25.0,24.6,25.3,315022.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Inactive,Other
2017,US,National,26.0,25.5,26.5,117332.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Obese,Other
2017,US,National,16.9,16.4,17.4,103515.0,,High school graduate,,,,Education,High school graduate,Active and Physical Training,Other
2017,US,National,31.6,31.0,32.1,142412.0,65 or older,,,,,Age (years),65 or older,Fruits Deficient,Other
2017,US,National,36.8,35.8,37.7,50098.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Overweight,Other
2017,US,National,53.6,52.9,54.2,139447.0,65 or older,,,,,Age (years),65 or older,Active,Other
2017,US,National,28.8,28.0,29.7,60280.0,,,,Data not reported,,Income,Data not reported,Physical Training,Other
2017,US,National,51.6,51.1,52.1,174522.0,,,Male,,,Gender,Male,Active,Other
2017,US,National,40.5,39.4,41.7,27119.0,,Less than high school,,,,Education,Less than high school,Fruits Deficient,Other
2017,US,National,36.2,35.1,37.4,33305.0,,,,"Less than $15,000",,Income,"Less than $15,000",Obese,Other
2017,US,National,28.8,27.8,29.8,35298.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Very Active,Other
2017,US,National,39.3,38.8,39.8,178389.0,,,Male,,,Gender,Male,Fruits Deficient,Other
2017,US,National,11.3,10.5,12.1,26204.0,,Less than high school,,,,Education,Less than high school,Active and Physical Training,Other
2017,US,National,36.2,35.3,37.0,59263.0,,,,Data not reported,,Income,Data not reported,Fruits Deficient,Other
2017,US,National,16.0,15.3,16.7,53115.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Active and Physical Training,Other
2017,US,National,34.3,33.2,35.4,37101.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Overweight,Other
2017,US,National,32.9,30.4,35.6,7323.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Physical Training,Other
2017,US,National,18.4,17.5,19.3,27402.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Active and Physical Training,Other
2017,US,National,34.9,32.8,37.2,8250.0,,,,,Asian,Race/Ethnicity,Asian,Physical Training,Other
2017,US,National,16.7,16.3,17.1,221897.0,,,Female,,,Gender,Female,Veggies Deficient,Other
2017,US,National,50.0,48.9,51.0,48276.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Active,Other
2017,US,National,29.3,29.0,29.6,313952.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Obese,Other
2017,US,National,47.1,46.2,48.0,56775.0,,,,Data not reported,,Income,Data not reported,Active,Other
2017,US,National,31.0,30.2,31.9,46038.0,35 - 44,,,,,Age (years),35 - 44,Physical Training,Other
2017,US,National,48.5,47.7,49.4,40889.0,25 - 34,,,,,Age (years),25 - 34,Active,Other
2017,US,National,26.7,26.3,27.2,150220.0,,College graduate,,,,Education,College graduate,Active and Physical Training,Other
2017,US,National,31.9,31.0,32.8,50098.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Obese,Other
2017,US,National,21.5,21.1,21.9,174692.0,,,Male,,,Gender,Male,Veggies Deficient,Other
2017,US,National,32.8,30.8,34.9,8418.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Overweight,Other
2017,US,National,26.9,22.7,31.4,2027.0,,,,,Other,Race/Ethnicity,Other,Obese,Other
2017,US,National,18.7,17.7,19.6,27461.0,,Less than high school,,,,Education,Less than high school,Physical Training,Other
2017,US,National,30.0,29.5,30.4,220608.0,,,Female,,,Gender,Female,Obese,Other
2017,US,National,23.3,22.4,24.4,26527.0,,Less than high school,,,,Education,Less than high school,Very Active,Other
2017,US,National,19.0,18.7,19.3,396800.0,,,,,,Total,Total,Veggies Deficient,Other
2017,US,National,30.6,29.4,31.7,33305.0,,,,"Less than $15,000",,Income,"Less than $15,000",Overweight,Other
2017,US,National,36.3,35.4,37.1,56616.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Overweight,Other
2017,US,National,39.0,38.0,40.0,32784.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Obese,Other
2017,US,National,33.0,32.1,33.8,56534.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Overweight,Other
2016,US,National,29.2,28.3,30.1,43219.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Inactive,Other
2016,US,National,37.5,36.9,38.2,96566.0,55 - 64,,,,,Age (years),55 - 64,Overweight,Other
2016,US,National,26.1,22.5,29.9,1891.0,,,,,Other,Race/Ethnicity,Other,Obese,Other
2016,US,National,28.0,27.5,28.5,157668.0,65 or older,,,,,Age (years),65 or older,Obese,Other
2016,US,National,15.4,14.7,16.1,25993.0,18 - 24,,,,,Age (years),18 - 24,Inactive,Other
2016,US,National,19.2,18.6,19.9,47446.0,25 - 34,,,,,Age (years),25 - 34,Inactive,Other
2016,US,National,34.2,33.6,34.8,96566.0,55 - 64,,,,,Age (years),55 - 64,Obese,Other
2016,US,National,24.2,24.0,24.5,476876.0,,,,,,Total,Total,Inactive,Other
2016,US,National,27.2,26.5,27.9,42706.0,25 - 34,,,,,Age (years),25 - 34,Obese,Other
2016,US,National,25.0,24.4,25.6,75618.0,45 - 54,,,,,Age (years),45 - 54,Inactive,Other
2016,US,National,23.4,20.3,26.9,2129.0,,,,,Other,Race/Ethnicity,Other,Inactive,Other
2016,US,National,35.5,34.5,36.6,40914.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Overweight,Other
2016,US,National,37.1,36.3,37.9,61211.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Overweight,Other
2016,US,National,30.3,29.3,31.3,36639.0,,,,"Less than $15,000",,Income,"Less than $15,000",Overweight,Other
2016,US,National,39.0,38.4,39.5,157668.0,65 or older,,,,,Age (years),65 or older,Overweight,Other
2016,US,National,31.9,30.9,32.8,40914.0,,,,"$25,000 - $34,999",,Income,"$25,000 - $34,999",Obese,Other
2016,US,National,19.8,18.3,21.4,9944.0,,,,,Asian,Race/Ethnicity,Asian,Inactive,Other
2016,US,National,30.1,29.2,31.0,33156.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Inactive,Other
2016,US,National,30.6,25.2,36.7,840.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Obese,Other
2016,US,National,33.7,32.7,34.6,35091.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Overweight,Other
2016,US,National,32.2,31.6,32.7,168724.0,65 or older,,,,,Age (years),65 or older,Inactive,Other
2016,US,National,26.4,26.0,26.7,269949.0,,,Female,,,Gender,Female,Inactive,Other
2016,US,National,31.0,30.5,31.5,120735.0,,Some college or technical school,,,,Education,Some college or technical school,Obese,Other
2016,US,National,17.3,16.5,18.1,23734.0,18 - 24,,,,,Age (years),18 - 24,Obese,Other
2016,US,National,37.1,36.4,37.8,68854.0,45 - 54,,,,,Age (years),45 - 54,Overweight,Other
2016,US,National,33.1,32.3,33.8,48951.0,35 - 44,,,,,Age (years),35 - 44,Obese,Other
2016,US,National,29.9,29.4,30.4,134026.0,,High school graduate,,,,Education,High school graduate,Inactive,Other
2016,US,National,35.2,34.9,35.5,438479.0,,,,,,Total,Total,Overweight,Other
2016,US,National,21.7,21.1,22.4,53721.0,35 - 44,,,,,Age (years),35 - 44,Inactive,Other
2016,US,National,41.0,40.6,41.5,198440.0,,,Male,,,Gender,Male,Overweight,Other
2016,US,National,35.5,34.5,36.5,32325.0,,Less than high school,,,,Education,Less than high school,Obese,Other
2016,US,National,40.0,38.9,41.0,39155.0,,,,"Less than $15,000",,Income,"Less than $15,000",Inactive,Other
2016,US,National,29.5,29.1,29.9,240000.0,,,Female,,,Gender,Female,Obese,Other
2016,US,National,31.0,29.0,33.1,8622.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Obese,Other
2016,US,National,38.3,37.4,39.3,35091.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Obese,Other
2016,US,National,29.6,29.3,29.8,438479.0,,,,,,Total,Total,Obese,Other
2016,US,National,19.2,18.6,19.9,64313.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Inactive,Other
2016,US,National,29.6,29.2,30.0,198440.0,,,Male,,,Gender,Male,Obese,Other
2016,US,National,38.2,37.6,38.7,120901.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Overweight,Other
2016,US,National,37.1,32.9,41.5,1891.0,,,,,Other,Race/Ethnicity,Other,Overweight,Other
2016,US,National,21.3,20.9,21.7,131104.0,,Some college or technical school,,,,Education,Some college or technical school,Inactive,Other
2016,US,National,35.7,34.9,36.5,48951.0,35 - 44,,,,,Age (years),35 - 44,Overweight,Other
2016,US,National,31.1,30.3,31.8,61211.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Obese,Other
2016,US,National,31.5,29.7,33.4,8971.0,,,,,Asian,Race/Ethnicity,Asian,Overweight,Other
2016,US,National,12.4,12.0,12.8,126286.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Inactive,Other
2016,US,National,12.3,12.0,12.6,173808.0,,College graduate,,,,Education,College graduate,Inactive,Other
2016,US,National,33.2,32.4,34.0,62605.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Overweight,Other
2016,US,National,32.4,30.2,34.7,6630.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Overweight,Other
2016,US,National,34.9,34.1,35.8,54639.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Overweight,Other
2016,US,National,33.5,32.7,34.3,42706.0,25 - 34,,,,,Age (years),25 - 34,Overweight,Other
2016,US,National,21.9,21.6,22.3,206867.0,,,Male,,,Gender,Male,Inactive,Other
2016,US,National,36.8,36.3,37.3,161309.0,,College graduate,,,,Education,College graduate,Overweight,Other
2016,US,National,32.3,31.8,32.8,123241.0,,High school graduate,,,,Education,High school graduate,Obese,Other
2016,US,National,25.5,24.8,26.2,61570.0,,,,Data not reported,,Income,Data not reported,Obese,Other
2016,US,National,22.1,21.9,22.4,367166.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Inactive,Other
2016,US,National,35.5,35.2,35.8,341192.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Overweight,Other
2016,US,National,35.1,34.5,35.6,120735.0,,Some college or technical school,,,,Education,Some college or technical school,Overweight,Other
2016,US,National,22.2,21.9,22.6,161309.0,,College graduate,,,,Education,College graduate,Obese,Other
2016,US,National,29.5,28.7,30.4,38634.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Inactive,Other
2016,US,National,38.1,35.7,40.4,6630.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Obese,Other
2016,US,National,24.6,23.9,25.4,57546.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Inactive,Other
2016,US,National,25.4,24.9,25.9,120901.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Obese,Other
2016,US,National,25.5,24.6,26.4,23734.0,18 - 24,,,,,Age (years),18 - 24,Overweight,Other
2016,US,National,34.2,33.7,34.8,123241.0,,High school graduate,,,,Education,High school graduate,Overweight,Other
2016,US,National,34.7,33.6,35.7,32325.0,,Less than high school,,,,Education,Less than high school,Overweight,Other
2016,US,National,33.1,32.1,34.1,28666.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Obese,Other
2016,US,National,35.4,34.4,36.4,36639.0,,,,"Less than $15,000",,Income,"Less than $15,000",Obese,Other
2016,US,National,9.8,8.6,11.0,8971.0,,,,,Asian,Race/Ethnicity,Asian,Obese,Other
2016,US,National,36.8,35.8,37.8,28666.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Overweight,Other
2016,US,National,21.6,20.0,23.4,9202.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Inactive,Other
2016,US,National,42.3,41.4,43.3,36255.0,,Less than high school,,,,Education,Less than high school,Inactive,Other
2016,US,National,30.6,25.3,36.4,840.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Overweight,Other
2016,US,National,32.7,31.9,33.5,61570.0,,,,Data not reported,,Income,Data not reported,Overweight,Other
2016,US,National,17.0,13.4,21.3,918.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Inactive,Other
2016,US,National,29.3,28.9,29.7,240000.0,,,Female,,,Gender,Female,Overweight,Other
2020,US,National,32.1,31.6,32.7,184399.0,,,Female,,,Gender,Female,Obese,Other
2020,US,National,23.5,23.2,23.8,394153.0,,,,,,Total,Total,Inactive,Other
2020,US,National,36.2,35.2,37.1,52842.0,45 - 54,,,,,Age (years),45 - 54,Overweight,Other
2020,US,National,34.3,33.2,35.4,40749.0,,,,"$35,000 - $49,999",,Income,"$35,000 - $49,999",Obese,Other
2020,US,National,21.4,20.8,21.9,109455.0,,Some college or technical school,,,,Education,Some college or technical school,Inactive,Other
2020,US,National,32.6,31.5,33.7,26797.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Overweight,Other
2020,US,National,23.5,22.7,24.4,60591.0,45 - 54,,,,,Age (years),45 - 54,Inactive,Other
2020,US,National,38.8,35.9,41.8,6132.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Obese,Other
2020,US,National,30.7,30.3,31.0,268680.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Obese,Other
2020,US,National,22.1,17.1,28.1,1235.0,,,,,Hawaiian/Pacific Islander,Race/Ethnicity,Hawaiian/Pacific Islander,Inactive,Other
2020,US,National,36.5,35.5,37.6,49074.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Overweight,Other
2020,US,National,36.6,36.0,37.1,138059.0,,College graduate,,,,Education,College graduate,Overweight,Other
2020,US,National,29.9,27.0,32.9,6797.0,,,,,American Indian/Alaska Native,Race/Ethnicity,American Indian/Alaska Native,Inactive,Other
2020,US,National,34.0,33.0,35.0,47033.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Inactive,Other
2020,US,National,34.1,33.4,34.8,98874.0,,Some college or technical school,,,,Education,Some college or technical school,Obese,Other
2020,US,National,36.6,35.2,38.0,26336.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Obese,Other
2020,US,National,27.1,26.3,28.0,56841.0,,,,Data not reported,,Income,Data not reported,Obese,Other
2020,US,National,29.7,29.2,30.2,184399.0,,,Female,,,Gender,Female,Overweight,Other
2020,US,National,20.9,20.6,21.2,295196.0,,,,,Non-Hispanic White,Race/Ethnicity,Non-Hispanic White,Inactive,Other
2020,US,National,29.3,28.6,29.9,125950.0,65 or older,,,,,Age (years),65 or older,Obese,Other
2020,US,National,31.8,30.8,32.8,43672.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Overweight,Other
2020,US,National,21.5,21.1,22.0,180598.0,,,Male,,,Gender,Male,Inactive,Other
2020,US,National,34.8,33.8,35.7,44948.0,35 - 44,,,,,Age (years),35 - 44,Overweight,Other
2020,US,National,12.2,11.9,12.6,152480.0,,College graduate,,,,Education,College graduate,Inactive,Other
2020,US,National,37.9,36.2,39.6,22922.0,,,,"Less than $15,000",,Income,"Less than $15,000",Obese,Other
2020,US,National,26.6,25.5,27.7,22611.0,18 - 24,,,,,Age (years),18 - 24,Overweight,Other
2020,US,National,28.2,27.2,29.2,30063.0,,,,,Non-Hispanic Black,Race/Ethnicity,Non-Hispanic Black,Inactive,Other
2020,US,National,34.0,33.3,34.7,94257.0,,High school graduate,,,,Education,High school graduate,Obese,Other
2020,US,National,31.6,29.3,34.0,7397.0,,,,,2 or more races,Race/Ethnicity,2 or more races,Obese,Other
2020,US,National,35.5,34.5,36.5,44948.0,35 - 44,,,,,Age (years),35 - 44,Obese,Other
2020,US,National,35.7,34.4,37.0,26336.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Overweight,Other
2020,US,National,21.0,20.2,21.9,50762.0,35 - 44,,,,,Age (years),35 - 44,Inactive,Other
2020,US,National,30.9,30.0,31.9,38280.0,25 - 34,,,,,Age (years),25 - 34,Obese,Other
2020,US,National,37.0,36.3,37.6,111806.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Overweight,Other
2020,US,National,37.5,33.5,41.8,2798.0,,,,,Other,Race/Ethnicity,Other,Overweight,Other
2020,US,National,40.1,38.6,41.8,24882.0,,,,"Less than $15,000",,Income,"Less than $15,000",Inactive,Other
2020,US,National,29.1,27.6,30.6,22922.0,,,,"Less than $15,000",,Income,"Less than $15,000",Overweight,Other
2020,US,National,25.4,25.0,25.9,213555.0,,,Female,,,Gender,Female,Inactive,Other
2020,US,National,33.6,32.2,35.0,21806.0,,Less than high school,,,,Education,Less than high school,Overweight,Other
2020,US,National,29.0,28.4,29.6,111806.0,,,,"$75,000 or greater",,Income,"$75,000 or greater",Obese,Other
2020,US,National,20.4,19.4,21.4,51926.0,,,,"$50,000 - $74,999",,Income,"$50,000 - $74,999",Inactive,Other
2020,US,National,30.6,29.4,31.8,31255.0,,,,,Hispanic,Race/Ethnicity,Hispanic,Inactive,Other
2020,US,National,31.0,28.8,33.3,8258.0,,,,,Asian,Race/Ethnicity,Asian,Overweight,Other
2020,US,National,32.7,31.7,33.6,38280.0,25 - 34,,,,,Age (years),25 - 34,Overweight,Other
2020,US,National,23.5,20.8,26.3,3303.0,,,,,Other,Race/Ethnicity,Other,Inactive,Other
2020,US,National,30.6,30.0,31.3,137947.0,65 or older,,,,,Age (years),65 or older,Inactive,Other
2020,US,National,27.3,24.1,30.8,2798.0,,,,,Other,Race/Ethnicity,Other,Obese,Other
2020,US,National,36.1,35.0,37.2,43672.0,,,,"$15,000 - $24,999",,Income,"$15,000 - $24,999",Obese,Other
2020,US,National,38.4,37.7,39.1,125950.0,65 or older,,,,,Age (years),65 or older,Overweight,Other
2020,US,National,17.5,16.5,18.5,25033.0,18 - 24,,,,,Age (years),18 - 24,Inactive,Other
2020,US,National,38.8,37.3,40.3,21806.0,,Less than high school,,,,Education,Less than high school,Obese,Other
2020,US,National,38.1,37.1,39.0,52842.0,45 - 54,,,,,Age (years),45 - 54,Obese,Other
